"year","pair","trade","gdp","sim","rlf","rer","cee","emu","dist","bor","lan","rert","ftrade","fgdp","fsim","frlf","frer"
2000,56,6.087162,14.85372,-2.363661,9.900846,-1.933022,1,0,7.497207,0,0,4.4855,6.1104,13.9733,-1.2471,8.6329,-0.9549
2001,56,6.092824,14.85663,-2.383646,9.881054,-1.967494,1,1,7.497207,0,0,4.4484,6.0965,13.9851,-1.2521,8.523,-1.0051
1960,57,2.864815,13.59988,-3.359468,8.746041,2.560596,0,0,7.182352,0,0,3.2835,3.2729,12.6399,-1.3927,8.0524,-1.5352
1961,57,3.103813,13.64612,-3.356014,8.735632,2.611382,0,0,7.182352,0,0,3.3213,3.4076,12.6952,-1.3874,8.0404,-1.513
1962,57,3.290366,13.69229,-3.37049,8.818712,2.631701,0,0,7.182352,0,0,3.3181,3.5134,12.7435,-1.3917,8.1452,-1.499
1963,57,3.373816,13.72076,-3.353484,8.861893,2.644171,0,0,7.182352,0,0,3.3159,3.6078,12.7893,-1.3884,8.1614,-1.4865
1964,57,3.598332,13.7825,-3.376809,8.874312,2.657295,0,0,7.182352,0,0,3.3266,3.7607,12.8565,-1.3871,8.2114,-1.4734
1965,57,3.645685,13.83245,-3.407302,8.853371,2.67299,0,0,7.182352,0,0,3.3569,3.8522,12.9015,-1.3827,8.2225,-1.4577
1966,57,3.488366,13.86129,-3.427436,8.941188,2.702452,0,0,7.182352,0,0,3.3853,3.9179,12.9327,-1.38,8.2459,-1.4282
1967,57,3.503628,13.86056,-3.370626,9.019575,2.717922,0,0,7.182352,0,0,3.4028,3.9352,12.9694,-1.3731,8.3038,-1.4166
1968,57,3.652514,13.91329,-3.345115,9.031799,2.61731,0,0,7.182352,0,0,3.3983,3.9937,13.0178,-1.3695,8.3146,-1.4759
1969,57,3.808663,13.98603,-3.360663,9.023673,2.687075,0,0,7.182352,0,0,3.4202,4.1484,13.0784,-1.3679,8.3644,-1.4269
1970,57,3.843722,14.03412,-3.381419,9.081451,2.816246,0,0,7.182352,0,0,3.477,4.2587,13.1565,-1.3787,8.3522,-1.3699
1971,57,3.974393,14.06319,-3.377048,9.140697,2.920952,0,0,7.182352,0,0,3.5314,4.3246,13.19,-1.3729,8.3446,-1.2988
1972,57,4.232589,14.10681,-3.357826,9.104439,3.059528,0,0,7.182352,0,0,3.6421,4.4935,13.2375,-1.3622,8.2657,-1.1492
1973,57,4.514987,14.15306,-3.348055,9.056931,3.294842,1,0,7.182352,0,0,3.9088,4.7014,13.2947,-1.3598,8.3109,-0.9193
1974,57,4.417341,14.15746,-3.320399,9.13688,3.377462,1,0,7.182352,0,0,4.1289,4.6649,13.3176,-1.3637,8.3562,-0.8355
1975,57,4.480429,14.14585,-3.256208,9.160696,3.464159,1,0,7.182352,0,0,4.2908,4.6046,13.3154,-1.3518,8.294,-0.6984
1976,57,4.551399,14.19327,-3.289184,9.223262,3.288886,1,0,7.182352,0,0,4.2226,4.6785,13.3597,-1.3544,8.3631,-0.8593
1977,57,4.72403,14.22322,-3.2412,9.242021,3.399374,1,0,7.182352,0,0,4.2619,4.7334,13.389,-1.3502,8.3696,-0.8357
1978,57,4.952776,14.25405,-3.203311,9.199881,3.713522,1,0,7.182352,0,0,4.4177,4.8269,13.4202,-1.3488,8.262,-0.6545
1979,57,5.128934,14.29544,-3.214214,9.194307,3.975249,1,0,7.182352,0,0,4.6147,4.9844,13.4549,-1.3461,8.3706,-0.4446
1980,57,5.123527,14.30596,-3.194824,9.157948,4.11593,1,0,7.182352,0,0,4.735,4.9608,13.4724,-1.3399,8.41,-0.3323
1981,57,5.008759,14.31261,-3.169342,9.185353,3.757632,1,0,7.182352,0,0,4.582,4.7834,13.4738,-1.3359,8.3308,-0.6684
1982,57,4.99581,14.30586,-3.1407,9.240189,3.615056,1,0,7.182352,0,0,4.4528,4.7935,13.4854,-1.3315,8.3851,-0.917
1983,57,5.066962,14.32652,-3.154253,9.302336,3.466298,1,0,7.182352,0,0,4.3424,4.7981,13.5038,-1.3348,8.3036,-1.1911
1984,57,5.145337,14.35547,-3.141046,9.319199,3.263197,1,0,7.182352,0,0,4.2269,4.8274,13.5282,-1.3353,8.3973,-1.4241
1985,57,5.225295,14.37922,-3.133611,9.320607,3.248531,1,0,7.182352,0,0,4.1718,4.9309,13.5539,-1.3338,8.4653,-1.4981
1986,57,5.49825,14.40596,-3.131722,9.389467,3.803164,1,0,7.182352,0,0,4.4419,5.1959,13.5859,-1.3236,8.4598,-1.0525
1987,57,5.659235,14.42272,-3.103575,9.408005,4.124139,1,0,7.182352,0,0,4.6152,5.403,13.6137,-1.3228,8.5181,-0.7498
1988,57,5.757379,14.45848,-3.096387,9.44663,4.213151,1,0,7.182352,0,0,4.6987,5.4819,13.6614,-1.3089,8.4841,-0.6665
1989,57,5.833381,14.4979,-3.07771,9.636495,4.118175,1,0,7.182352,0,0,4.6637,5.5596,13.6972,-1.3056,8.6043,-0.7575
1990,57,5.983575,14.55535,-3.011652,9.585361,4.479838,1,0,7.182352,0,0,4.8114,5.7427,13.726,-1.2992,8.6043,-0.4457
1991,57,6.037902,14.68715,-3.12159,9.534706,4.469029,1,0,7.182352,0,0,4.7907,5.7367,13.7499,-1.3112,8.629,-0.4727
1992,57,6.178062,14.70956,-3.111372,9.545113,4.612478,1,0,7.182352,0,0,4.8332,5.7983,13.7588,-1.3121,8.6429,-0.3862
1993,57,6.177204,14.6995,-3.075606,9.552769,4.442125,1,0,7.182352,0,0,4.7167,5.6422,13.7559,-1.3099,8.6264,-0.6501
1994,57,6.342262,14.72348,-3.044419,9.497188,4.499465,1,0,7.182352,0,0,4.7427,5.7724,13.7878,-1.3044,8.5688,-0.6116
1995,57,6.567605,14.74252,-2.972479,9.410306,4.718505,1,0,7.182352,0,0,4.8836,5.9345,13.8166,-1.295,8.5322,-0.4019
1996,57,6.584388,14.75185,-2.909532,9.35104,4.69615,1,0,7.182352,0,0,4.8653,6.0044,13.8364,-1.2859,8.5342,-0.4126
1997,57,6.581104,14.76881,-2.827044,9.215229,4.525239,1,0,7.182352,0,0,4.7184,6.0167,13.8661,-1.2746,8.5992,-0.6152
1998,57,6.968155,14.78835,-2.766495,9.160161,4.463431,1,0,7.182352,0,0,4.6709,6.1389,13.8963,-1.2668,8.6213,-0.65
1999,57,6.922228,14.80581,-2.678165,8.931411,4.39153,1,1,7.182352,0,0,4.6139,6.1737,13.9341,-1.2563,8.6397,-0.7173
2000,57,6.829306,14.84199,-2.608895,8.374178,4.136938,1,1,7.182352,0,0,4.4855,6.1104,13.9733,-1.2471,8.6329,-0.9549
2001,57,7.085482,14.84535,-2.624392,7.361202,4.102465,1,1,7.182352,0,0,4.4484,6.0965,13.9851,-1.2521,8.523,-1.0051
1960,58,6.204765,14.28792,-0.6933073,8.537217,-4.906775,1,0,7.085064,0,0,3.2835,3.2729,12.6399,-1.3927,8.0524,-1.5352
1961,58,6.399295,14.35079,-0.6939883,8.484857,-4.855989,1,0,7.085064,0,0,3.3213,3.4076,12.6952,-1.3874,8.0404,-1.513
1962,58,6.614999,14.40432,-0.6944345,8.546352,-4.83567,1,0,7.085064,0,0,3.3181,3.5134,12.7435,-1.3917,8.1452,-1.499
1963,58,6.744296,14.44625,-0.6955566,8.579024,-4.823201,1,0,7.085064,0,0,3.3159,3.6078,12.7893,-1.3884,8.1614,-1.4865
1964,58,6.76938,14.49043,-0.6941584,8.604232,-4.810076,1,0,7.085064,0,0,3.3266,3.7607,12.8565,-1.3871,8.2114,-1.4734
1965,58,6.866864,14.5315,-0.6936599,8.558192,-4.794381,1,0,7.085064,0,0,3.3569,3.8522,12.9015,-1.3827,8.2225,-1.4577
1966,58,6.979064,14.54375,-0.6931825,8.606174,-4.764919,1,0,7.085064,0,0,3.3853,3.9179,12.9327,-1.38,8.2459,-1.4282
1967,58,7.05608,14.57461,-0.6945779,8.67775,-4.737474,1,0,7.085064,0,0,3.4028,3.9352,12.9694,-1.3731,8.3038,-1.4166
1968,58,7.176977,14.63011,-0.6948239,8.692985,-4.69591,1,0,7.085064,0,0,3.3983,3.9937,13.0178,-1.3695,8.3146,-1.4759
1969,58,7.366595,14.69433,-0.6941999,8.657513,-4.626146,1,0,7.085064,0,0,3.4202,4.1484,13.0784,-1.3679,8.3644,-1.4269
1970,58,7.535255,14.82137,-0.704353,8.682414,-4.496974,1,0,7.085064,0,0,3.477,4.2587,13.1565,-1.3787,8.3522,-1.3699
1971,58,7.621137,14.8443,-0.7032211,8.776317,-4.400265,1,0,7.085064,0,0,3.5314,4.3246,13.19,-1.3729,8.3446,-1.2988
1972,58,7.774548,14.88013,-0.7019086,8.745871,-4.228756,1,0,7.085064,0,0,3.6421,4.4935,13.2375,-1.3622,8.2657,-1.1492
1973,58,7.870637,14.93607,-0.7036682,8.607778,-3.967562,1,0,7.085064,0,0,3.9088,4.7014,13.2947,-1.3598,8.3109,-0.9193
1974,58,7.769558,14.96341,-0.708423,8.688944,-3.9482,1,0,7.085064,0,0,4.1289,4.6649,13.3176,-1.3637,8.3562,-0.8355
1975,58,7.697895,14.94484,-0.7071956,8.831616,-3.816587,1,0,7.085064,0,0,4.2908,4.6046,13.3154,-1.3518,8.294,-0.6984
1976,58,7.764354,15.00201,-0.7091744,8.81375,-4.01932,1,0,7.085064,0,0,4.2226,4.6785,13.3597,-1.3544,8.3631,-0.8593
1977,58,7.829004,15.03426,-0.7099133,8.886693,-3.943176,1,0,7.085064,0,0,4.2619,4.7334,13.389,-1.3502,8.3696,-0.8357
1978,58,7.987338,15.06921,-0.7110557,8.846654,-3.680654,1,0,7.085064,0,0,4.4177,4.8269,13.4202,-1.3488,8.262,-0.6545
1979,58,8.121977,15.11652,-0.7124141,8.751908,-3.466828,1,0,7.085064,0,0,4.6147,4.9844,13.4549,-1.3461,8.3706,-0.4446
1980,58,8.074123,15.14043,-0.7158923,8.652123,-3.356541,1,0,7.085064,0,0,4.735,4.9608,13.4724,-1.3399,8.41,-0.3323
1981,58,7.834678,15.14596,-0.7157462,8.725699,-3.747045,1,0,7.085064,0,0,4.582,4.7834,13.4738,-1.3359,8.3308,-0.6684
1982,58,7.814911,15.14349,-0.7170453,8.822545,-3.945981,1,0,7.085064,0,0,4.4528,4.7935,13.4854,-1.3315,8.3851,-0.917
1983,58,7.812703,15.15946,-0.7157296,8.87689,-4.0787,1,0,7.085064,0,0,4.3424,4.7981,13.5038,-1.3348,8.3036,-1.1911
1984,58,7.827079,15.18728,-0.7155153,8.901789,-4.290034,1,0,7.085064,0,0,4.2269,4.8274,13.5282,-1.3353,8.3973,-1.4241
1985,58,7.939041,15.21416,-0.7163766,8.885714,-4.357303,1,0,7.085064,0,0,4.1718,4.9309,13.5539,-1.3338,8.4653,-1.4981
1986,58,8.255425,15.23985,-0.7161127,8.932113,-3.803075,1,0,7.085064,0,0,4.4419,5.1959,13.5859,-1.3236,8.4598,-1.0525
1987,58,8.44314,15.26362,-0.7181611,8.967407,-3.44238,1,0,7.085064,0,0,4.6152,5.403,13.6137,-1.3228,8.5181,-0.7498
1988,58,8.495382,15.30103,-0.7186558,9.033188,-3.378566,1,0,7.085064,0,0,4.6987,5.4819,13.6614,-1.3089,8.4841,-0.6665
1989,58,8.580206,15.33384,-0.7169942,9.339835,-3.454018,1,0,7.085064,0,0,4.6637,5.5596,13.6972,-1.3056,8.6043,-0.7575
1990,58,8.794012,15.36887,-0.7117587,9.347871,-3.108094,1,0,7.085064,0,0,4.8114,5.7427,13.726,-1.2992,8.6043,-0.4457
1991,58,8.80415,15.43665,-0.6989565,9.279675,-3.128794,1,0,7.085064,0,0,4.7907,5.7367,13.7499,-1.3112,8.629,-0.4727
1992,58,8.805114,15.45099,-0.6978991,9.320527,-3.027165,1,0,7.085064,0,0,4.8332,5.7983,13.7588,-1.3121,8.6429,-0.3862
1993,58,8.515158,15.44116,-0.6980417,9.380531,-3.304365,1,0,7.085064,0,0,4.7167,5.6422,13.7559,-1.3099,8.6264,-0.6501
1994,58,8.676693,15.46362,-0.697947,9.358973,-3.290203,1,0,7.085064,0,0,4.7427,5.7724,13.7878,-1.3044,8.5688,-0.6116
1995,58,8.839588,15.48702,-0.6987909,9.346985,-3.155816,1,0,7.085064,0,0,4.8836,5.9345,13.8166,-1.295,8.5322,-0.4019
1996,58,8.755604,15.49634,-0.6990451,9.381315,-3.115425,1,0,7.085064,0,0,4.8653,6.0044,13.8364,-1.2859,8.5342,-0.4126
1997,58,8.794999,15.51357,-0.6994557,9.391748,-3.331151,1,0,7.085064,0,0,4.7184,6.0167,13.8661,-1.2746,8.5992,-0.6152
1998,58,8.870146,15.53146,-0.6995104,9.453584,-3.349361,1,0,7.085064,0,0,4.6709,6.1389,13.8963,-1.2668,8.6213,-0.65
1999,58,8.897563,15.54772,-0.6998138,9.437434,-3.4158,1,1,7.085064,0,0,4.6139,6.1737,13.9341,-1.2563,8.6397,-0.7173
2000,58,8.807838,15.57719,-0.6992306,9.423351,-3.670391,1,1,7.085064,0,0,4.4855,6.1104,13.9733,-1.2471,8.6329,-0.9549
2001,58,8.821407,15.58845,-0.7003218,9.39704,-3.704864,1,1,7.085064,0,0,4.4484,6.0965,13.9851,-1.2521,8.523,-1.0051
1960,59,6.599288,13.72608,-1.459662,5.528886,0.1959836,1,0,6.356108,1,0,3.2835,3.2729,12.6399,-1.3927,8.0524,-1.5352
1961,59,6.733601,13.76677,-1.490338,4.675199,0.2873544,1,0,6.356108,1,0,3.3213,3.4076,12.6952,-1.3874,8.0404,-1.513
1962,59,6.813119,13.81583,-1.475473,5.15257,0.3155966,1,0,6.356108,1,0,3.3181,3.5134,12.7435,-1.3917,8.1452,-1.499
1963,59,6.957372,13.84486,-1.47061,6.060844,0.3280658,1,0,6.356108,1,0,3.3159,3.6078,12.7893,-1.3884,8.1614,-1.4865
1964,59,7.124145,13.9093,-1.458121,5.047326,0.3411905,1,0,6.356108,1,0,3.3266,3.7607,12.8565,-1.3871,8.2114,-1.4734
1965,59,7.178926,13.9599,-1.457525,6.590655,0.3568851,1,0,6.356108,1,0,3.3569,3.8522,12.9015,-1.3827,8.2225,-1.4577
1966,59,7.226394,13.98874,-1.459374,5.508506,0.3863473,1,0,6.356108,1,0,3.3853,3.9179,12.9327,-1.38,8.2459,-1.4282
1967,59,7.274318,13.99438,-1.420502,4.832123,0.413792,1,0,6.356108,1,0,3.4028,3.9352,12.9694,-1.3731,8.3038,-1.4166
1968,59,7.425622,14.04802,-1.413488,3.633236,0.4553563,1,0,6.356108,1,0,3.3983,3.9937,13.0178,-1.3695,8.3146,-1.4759
1969,59,7.604438,14.11954,-1.421184,6.271445,0.5251206,1,0,6.356108,1,0,3.4202,4.1484,13.0784,-1.3679,8.3644,-1.4269
1970,59,7.784805,14.17769,-1.373494,6.433416,0.6542919,1,0,6.356108,1,0,3.477,4.2587,13.1565,-1.3787,8.3522,-1.3699
1971,59,7.901563,14.20848,-1.365095,6.006635,0.7790026,1,0,6.356108,1,0,3.5314,4.3246,13.19,-1.3729,8.3446,-1.2988
1972,59,8.007873,14.25022,-1.372261,6.618401,0.9764389,1,0,6.356108,1,0,3.6421,4.4935,13.2375,-1.3622,8.2657,-1.1492
1973,59,8.198889,14.29618,-1.372786,7.381299,1.374911,1,0,6.356108,1,0,3.9088,4.7014,13.2947,-1.3598,8.3109,-0.9193
1974,59,8.143789,14.3054,-1.348118,7.142684,1.540255,1,0,6.356108,1,0,4.1289,4.6649,13.3176,-1.3637,8.3562,-0.8355
1975,59,8.097046,14.29438,-1.339794,6.215278,1.740417,1,0,6.356108,1,0,4.2908,4.6046,13.3154,-1.3518,8.294,-0.6984
1976,59,8.183467,14.3427,-1.338724,6.601676,1.726514,1,0,6.356108,1,0,4.2226,4.6785,13.3597,-1.3544,8.3631,-0.8593
1977,59,8.243733,14.37941,-1.305405,5.563617,1.944893,1,0,6.356108,1,0,4.2619,4.7334,13.389,-1.3502,8.3696,-0.8357
1978,59,8.330949,14.40834,-1.30997,6.134657,2.291365,1,0,6.356108,1,0,4.4177,4.8269,13.4202,-1.3488,8.262,-0.6545
1979,59,8.403742,14.44685,-1.323286,6.531084,2.562895,1,0,6.356108,1,0,4.6147,4.9844,13.4549,-1.3461,8.3706,-0.4446
1980,59,8.336798,14.45724,-1.322015,6.804147,2.708297,1,0,6.356108,1,0,4.735,4.9608,13.4724,-1.3399,8.41,-0.3323
1981,59,8.135413,14.46156,-1.329689,5.080508,2.367358,1,0,6.356108,1,0,4.582,4.7834,13.4738,-1.3359,8.3308,-0.6684
1982,59,8.112246,14.45348,-1.332696,6.759892,2.281623,1,0,6.356108,1,0,4.4528,4.7935,13.4854,-1.3315,8.3851,-0.917
1983,59,8.125443,14.47382,-1.335455,7.042347,2.198343,1,0,6.356108,1,0,4.3424,4.7981,13.5038,-1.3348,8.3036,-1.1911
1984,59,8.104656,14.50305,-1.332907,7.029594,2.017265,1,0,6.356108,1,0,4.2269,4.8274,13.5282,-1.3353,8.3973,-1.4241
1985,59,8.184357,14.52769,-1.328253,6.807864,1.993154,1,0,6.356108,1,0,4.1718,4.9309,13.5539,-1.3338,8.4653,-1.4981
1986,59,8.372922,14.55444,-1.327975,7.057774,2.613145,1,0,6.356108,1,0,4.4419,5.1959,13.5859,-1.3236,8.4598,-1.0525
1987,59,8.482861,14.57023,-1.329318,7.462456,3.02233,1,0,6.356108,1,0,4.6152,5.403,13.6137,-1.3228,8.5181,-0.7498
1988,59,8.493801,14.60429,-1.336046,7.815979,3.11131,1,0,6.356108,1,0,4.6987,5.4819,13.6614,-1.3089,8.4841,-0.6665
1989,59,8.496473,14.64431,-1.331384,8.522927,3.017799,1,0,6.356108,1,0,4.6637,5.5596,13.6972,-1.3056,8.6043,-0.7575
1990,59,8.706668,14.69765,-1.342035,8.441885,3.377032,1,0,6.356108,1,0,4.8114,5.7427,13.726,-1.2992,8.6043,-0.4457
1991,59,8.738213,14.81569,-1.421109,8.230951,3.367478,1,0,6.356108,1,0,4.7907,5.7367,13.7499,-1.3112,8.629,-0.4727
1992,59,8.769732,14.83755,-1.422649,8.288403,3.51673,1,0,6.356108,1,0,4.8332,5.7983,13.7588,-1.3121,8.6429,-0.3862
1993,59,8.585876,14.82924,-1.409342,8.393585,3.431118,1,0,6.356108,1,0,4.7167,5.6422,13.7559,-1.3099,8.6264,-0.6501
1994,59,8.616658,14.85365,-1.403262,8.267047,3.498987,1,0,6.356108,1,0,4.7427,5.7724,13.7878,-1.3044,8.5688,-0.6116
1995,59,8.702331,14.87181,-1.398108,8.246505,3.773621,1,0,6.356108,1,0,4.8836,5.9345,13.8166,-1.295,8.5322,-0.4019
1996,59,9.013299,14.8826,-1.382235,8.20282,3.703833,1,0,6.356108,1,0,4.8653,6.0044,13.8364,-1.2859,8.5342,-0.4126
1997,59,8.940249,14.90038,-1.366222,8.07067,3.440807,1,0,6.356108,1,0,4.7184,6.0167,13.8661,-1.2746,8.5992,-0.6152
1998,59,8.97876,14.92069,-1.35334,8.123218,3.425194,1,0,6.356108,1,0,4.6709,6.1389,13.8963,-1.2668,8.6213,-0.65
1999,59,8.981297,14.93982,-1.331372,7.858949,3.362577,1,1,6.356108,1,0,4.6139,6.1737,13.9341,-1.2563,8.6397,-0.7173
2000,59,8.961474,14.97296,-1.332631,7.104805,3.107985,1,1,6.356108,1,0,4.4855,6.1104,13.9733,-1.2471,8.6329,-0.9549
2001,59,8.995814,14.97809,-1.327677,4.331984,3.073512,1,1,6.356108,1,0,4.4484,6.0965,13.9851,-1.2521,8.523,-1.0051
1960,60,3.86836,13.60868,-2.971811,9.106127,-1.827736,0,0,7.745868,0,0,3.2835,3.2729,12.6399,-1.3927,8.0524,-1.5352
1961,60,3.939785,13.65506,-2.964862,9.115617,-1.77695,0,0,7.745868,0,0,3.3213,3.4076,12.6952,-1.3874,8.0404,-1.513
1962,60,3.86992,13.70195,-2.948451,9.172751,-1.756631,0,0,7.745868,0,0,3.3181,3.5134,12.7435,-1.3917,8.1452,-1.499
1963,60,3.922723,13.73094,-2.919756,9.21117,-1.744162,0,0,7.745868,0,0,3.3159,3.6078,12.7893,-1.3884,8.1614,-1.4865
1964,60,4.080659,13.79309,-2.920435,9.220585,-1.731037,0,0,7.745868,0,0,3.3266,3.7607,12.8565,-1.3871,8.2114,-1.4734
1965,60,4.270543,13.84412,-2.901824,9.190028,-1.715342,0,0,7.745868,0,0,3.3569,3.8522,12.9015,-1.3827,8.2225,-1.4577
1966,60,4.270897,13.87362,-2.891669,9.242155,-1.68588,0,0,7.745868,0,0,3.3853,3.9179,12.9327,-1.38,8.2459,-1.4282
1967,60,4.230525,13.8741,-2.821489,9.305087,-1.658436,0,0,7.745868,0,0,3.4028,3.9352,12.9694,-1.3731,8.3038,-1.4166
1968,60,4.31247,13.92683,-2.80724,9.329679,-1.616871,0,0,7.745868,0,0,3.3983,3.9937,13.0178,-1.3695,8.3146,-1.4759
1969,60,4.461352,13.99827,-2.856495,9.34954,-1.547107,0,0,7.745868,0,0,3.4202,4.1484,13.0784,-1.3679,8.3644,-1.4269
1970,60,4.587589,14.04818,-2.811544,9.3659,-1.417936,0,0,7.745868,0,0,3.477,4.2587,13.1565,-1.3787,8.3522,-1.3699
1971,60,4.666539,14.0783,-2.778039,9.378974,-1.327457,0,0,7.745868,0,0,3.5314,4.3246,13.19,-1.3729,8.3446,-1.2988
1972,60,4.807159,14.12266,-2.746824,9.345028,-1.162473,0,0,7.745868,0,0,3.6421,4.4935,13.2375,-1.3622,8.2657,-1.1492
1973,60,4.91007,14.17031,-2.703468,9.269305,-0.8486348,0,0,7.745868,0,0,3.9088,4.7014,13.2947,-1.3598,8.3109,-0.9193
1974,60,4.95592,14.17445,-2.696422,9.35553,-0.7107956,0,0,7.745868,0,0,4.1289,4.6649,13.3176,-1.3637,8.3562,-0.8355
1975,60,4.65512,14.16048,-2.725884,9.4468,-0.5723599,0,0,7.745868,0,0,4.2908,4.6046,13.3154,-1.3518,8.294,-0.6984
1976,60,4.705466,14.2092,-2.708414,9.474335,-0.7082941,0,0,7.745868,0,0,4.2226,4.6785,13.3597,-1.3544,8.3631,-0.8593
1977,60,4.856264,14.23907,-2.68476,9.514448,-0.7965852,0,0,7.745868,0,0,4.2619,4.7334,13.389,-1.3502,8.3696,-0.8357
1978,60,4.977304,14.26902,-2.686836,9.517324,-0.7180925,0,0,7.745868,0,0,4.4177,4.8269,13.4202,-1.3488,8.262,-0.6545
1979,60,5.037029,14.31119,-2.672552,9.50149,-0.6311671,0,0,7.745868,0,0,4.6147,4.9844,13.4549,-1.3461,8.3706,-0.4446
1980,60,5.160473,14.32248,-2.642324,9.472925,-0.5183131,0,0,7.745868,0,0,4.735,4.9608,13.4724,-1.3399,8.41,-0.3323
1981,60,5.003287,14.32893,-2.633083,9.505752,-0.8381194,0,0,7.745868,0,0,4.582,4.7834,13.4738,-1.3359,8.3308,-0.6684
1982,60,5.069647,14.32261,-2.60672,9.54732,-1.098561,0,0,7.745868,0,0,4.4528,4.7935,13.4854,-1.3315,8.3851,-0.917
1983,60,5.013393,14.34272,-2.627703,9.589395,-1.443981,0,0,7.745868,0,0,4.3424,4.7981,13.5038,-1.3348,8.3036,-1.1911
1984,60,4.997355,14.36962,-2.671829,9.639841,-1.799297,0,0,7.745868,0,0,4.2269,4.8274,13.5282,-1.3353,8.3973,-1.4241
1985,60,5.192208,14.39334,-2.668016,9.649306,-1.950868,0,0,7.745868,0,0,4.1718,4.9309,13.5539,-1.3338,8.4653,-1.4981
1986,60,5.501752,14.4258,-2.530548,9.676623,-1.501984,1,0,7.745868,0,0,4.4419,5.1959,13.5859,-1.3236,8.4598,-1.0525
1987,60,5.825951,14.44386,-2.48836,9.691556,-1.220921,1,0,7.745868,0,0,4.6152,5.403,13.6137,-1.3228,8.5181,-0.7498
1988,60,5.94948,14.48106,-2.454974,9.724094,-1.177022,1,0,7.745868,0,0,4.6987,5.4819,13.6614,-1.3089,8.4841,-0.6665
1989,60,6.050021,14.52053,-2.444853,9.889091,-1.289279,1,0,7.745868,0,0,4.6637,5.5596,13.6972,-1.3056,8.6043,-0.7575
1990,60,6.314876,14.5757,-2.45658,9.887677,-0.9835536,1,0,7.745868,0,0,4.8114,5.7427,13.726,-1.2992,8.6043,-0.4457
1991,60,6.417495,14.70551,-2.558521,9.847507,-0.9807715,1,0,7.745868,0,0,4.7907,5.7367,13.7499,-1.3112,8.629,-0.4727
1992,60,6.537994,14.72779,-2.556051,9.862864,-0.8245347,1,0,7.745868,0,0,4.8332,5.7983,13.7588,-1.3121,8.6429,-0.3862
1993,60,6.357583,14.71685,-2.556256,9.893456,-1.025496,1,0,7.745868,0,0,4.7167,5.6422,13.7559,-1.3099,8.6264,-0.6501
1994,60,6.416716,14.73997,-2.557955,9.889318,-1.013763,1,0,7.745868,0,0,4.7427,5.7724,13.7878,-1.3044,8.5688,-0.6116
1995,60,6.713992,14.75753,-2.548021,9.89468,-0.7714244,1,0,7.745868,0,0,4.8836,5.9345,13.8166,-1.295,8.5322,-0.4019
1996,60,6.784909,14.76596,-2.527711,9.903117,-0.8125863,1,0,7.745868,0,0,4.8653,6.0044,13.8364,-1.2859,8.5342,-0.4126
1997,60,6.770766,14.78104,-2.512769,9.904487,-1.056962,1,0,7.745868,0,0,4.7184,6.0167,13.8661,-1.2746,8.5992,-0.6152
1998,60,6.856679,14.7993,-2.496644,9.937346,-1.083327,1,0,7.745868,0,0,4.6709,6.1389,13.8963,-1.2668,8.6213,-0.65
1999,60,6.878723,14.81594,-2.446866,9.923997,-1.148005,1,1,7.745868,0,0,4.6139,6.1737,13.9341,-1.2563,8.6397,-0.7173
2000,60,6.695261,14.84961,-2.441974,9.925932,-1.402597,1,1,7.745868,0,0,4.4855,6.1104,13.9733,-1.2471,8.6329,-0.9549
2001,60,6.741364,14.85461,-2.422064,9.907364,-1.43707,1,1,7.745868,0,0,4.4484,6.0965,13.9851,-1.2521,8.523,-1.0051
1960,61,4.243882,13.72538,-1.463488,8.871681,-2.563168,0,0,7.533159,0,0,3.2835,3.2729,12.6399,-1.3927,8.0524,-1.5352
1961,61,4.465456,13.77974,-1.420195,8.834373,-2.512382,0,0,7.533159,0,0,3.3213,3.4076,12.6952,-1.3874,8.0404,-1.513
1962,61,4.818909,13.83175,-1.392346,8.869853,-2.492063,0,0,7.533159,0,0,3.3181,3.5134,12.7435,-1.3917,8.1452,-1.499
1963,61,4.922997,13.86915,-1.348876,8.878931,-2.479594,0,0,7.533159,0,0,3.3159,3.6078,12.7893,-1.3884,8.1614,-1.4865
1964,61,5.133046,13.94694,-1.282337,8.883898,-2.466469,0,0,7.533159,0,0,3.3266,3.7607,12.8565,-1.3871,8.2114,-1.4734
1965,61,5.345547,13.99965,-1.273496,8.8304,-2.450774,0,0,7.533159,0,0,3.3569,3.8522,12.9015,-1.3827,8.2225,-1.4577
1966,61,5.513895,14.03534,-1.24844,8.869991,-2.421312,0,0,7.533159,0,0,3.3853,3.9179,12.9327,-1.38,8.2459,-1.4282
1967,61,5.440385,14.03996,-1.225135,8.967985,-2.405937,0,0,7.533159,0,0,3.4028,3.9352,12.9694,-1.3731,8.3038,-1.4166
1968,61,5.409446,14.093,-1.222339,8.997397,-2.506354,0,0,7.533159,0,0,3.3983,3.9937,13.0178,-1.3695,8.3146,-1.4759
1969,61,5.591696,14.16702,-1.218811,8.964048,-2.436589,0,0,7.533159,0,0,3.4202,4.1484,13.0784,-1.3679,8.3644,-1.4269
1970,61,5.667104,14.21922,-1.205727,9.010882,-2.307418,0,0,7.533159,0,0,3.477,4.2587,13.1565,-1.3787,8.3522,-1.3699
1971,61,5.699115,14.25123,-1.195419,9.063837,-2.209271,0,0,7.533159,0,0,3.5314,4.3246,13.19,-1.3729,8.3446,-1.2988
